model,policy_file,policy_path,policy_sha256,episodes,mean_fitness,sample_std_fitness,median_fitness,min_fitness,max_fitness,created_at_utc
privileged,selected_policy_privileged.npy,/home/george/ros2_ws/src/Predator-Prey-Robotics/results/controller_selection/selected_policy_privileged.npy,69eb514981e699b34901b3a4892c43874a3c7bad1764e557c52f2f2f41ac005e,10,3.0698042417600004,0.518733504504087,2.9239462065,2.4769838057,3.7645417095,2026-06-24T20:46:25.660318+00:00
