episode,time_s,robot,role,x,y,yaw
10,0.000000,predator_1,predator,-0.00003869,-0.75045158,1.57066125
10,0.004000,predator_0,predator,-0.55025573,-0.74711230,1.57108226
10,0.037000,prey_0,prey,0.00132512,0.00404650,1.64407153
10,0.090000,predator_2,predator,0.54981475,-0.73672501,1.56810674
10,0.100000,predator_1,predator,-0.00003870,-0.75046075,1.57066375
10,0.104000,predator_0,predator,-0.55025799,-0.74707956,1.57108414
10,0.137000,prey_0,prey,0.00134444,0.00411810,1.64530416
10,0.190000,predator_2,predator,0.54981310,-0.73661305,1.56808494
10,0.200000,predator_1,predator,-0.00003908,-0.75046635,1.57065037
10,0.204000,predator_0,predator,-0.55026009,-0.74704678,1.57108577
10,0.237000,prey_0,prey,0.00136365,0.00418970,1.64653690
10,0.290000,predator_2,predator,0.54981155,-0.73649658,1.56806197
10,0.300000,predator_1,predator,-0.00003908,-0.75045824,1.57063955
10,0.304000,predator_0,predator,-0.55026235,-0.74701404,1.57108765
10,0.337000,prey_0,prey,0.00138275,0.00426132,1.64776976
10,0.390000,predator_2,predator,0.54981022,-0.73638408,1.56803992
10,0.400000,predator_1,predator,-0.00003909,-0.75046765,1.57064216
10,0.404000,predator_0,predator,-0.55026445,-0.74698126,1.57108927
10,0.437000,prey_0,prey,0.00140174,0.00433294,1.64900274
10,0.490000,predator_2,predator,0.54980858,-0.73627212,1.56801822
10,0.500000,predator_1,predator,-0.00003910,-0.75047728,1.57064473
10,0.504000,predator_0,predator,-0.55026671,-0.74694851,1.57109110
10,0.537000,prey_0,prey,0.00142063,0.00440458,1.65023583
10,0.590000,predator_2,predator,0.54980703,-0.73615564,1.56799535
10,0.600000,predator_1,predator,-0.00003912,-0.75048645,1.57064722
10,0.604000,predator_0,predator,-0.55026882,-0.74691574,1.57109272
10,0.637000,prey_0,prey,0.00143940,0.00447622,1.65146905
10,0.690000,predator_2,predator,0.54980570,-0.73604314,1.56797339
10,0.700000,predator_1,predator,-0.00003913,-0.75049587,1.57064981
10,0.704000,predator_0,predator,-0.55027107,-0.74688299,1.57109435
10,0.737000,prey_0,prey,0.00145807,0.00454787,1.65270239
