episode,time_s,robot,role,x,y,yaw
9,0.000000,predator_2,predator,0.55239867,-0.74079432,1.72939692
9,0.014000,predator_0,predator,-0.55020474,-0.74625951,1.57091544
9,0.010000,predator_1,predator,-0.00179351,-0.73535583,1.78680741
9,0.047000,prey_0,prey,-0.00010784,0.01265378,1.56854762
9,0.100000,predator_2,predator,0.55241032,-0.74072182,1.73064964
9,0.110000,predator_1,predator,-0.00180572,-0.73532570,1.78686078
9,0.114000,predator_0,predator,-0.55020644,-0.74622783,1.57093373
9,0.147000,prey_0,prey,-0.00010871,0.01276628,1.56852628
9,0.200000,predator_2,predator,0.55242186,-0.74064932,1.73190271
9,0.210000,predator_1,predator,-0.00181793,-0.73529563,1.78691533
9,0.214000,predator_0,predator,-0.55020851,-0.74619569,1.57094430
9,0.247000,prey_0,prey,-0.00010988,0.01287825,1.56850575
9,0.300000,predator_2,predator,0.55243329,-0.74057681,1.73315613
9,0.310000,predator_1,predator,-0.00183014,-0.73526555,1.78696986
9,0.314000,predator_0,predator,-0.55021025,-0.74616379,1.57095916
9,0.347000,prey_0,prey,-0.00011093,0.01299473,1.56848398
9,0.400000,predator_2,predator,0.55244460,-0.74050429,1.73440991
9,0.410000,predator_1,predator,-0.00184234,-0.73523546,1.78702457
9,0.414000,predator_0,predator,-0.55021229,-0.74613188,1.57097452
9,0.447000,prey_0,prey,-0.00011180,0.01310723,1.56846273
9,0.500000,predator_2,predator,0.55245580,-0.74043177,1.73566405
9,0.510000,predator_1,predator,-0.00185454,-0.73520534,1.78707886
9,0.514000,predator_0,predator,-0.55021407,-0.74609981,1.57098686
9,0.547000,prey_0,prey,-0.00011296,0.01321920,1.56844229
9,0.600000,predator_2,predator,0.55246689,-0.74035924,1.73691857
9,0.610000,predator_1,predator,-0.00186673,-0.73517527,1.78713380
9,0.614000,predator_0,predator,-0.55021614,-0.74606761,1.57099808
9,0.647000,prey_0,prey,-0.00011401,0.01333568,1.56842062
9,0.700000,predator_2,predator,0.55247786,-0.74028671,1.73817345
9,0.710000,predator_1,predator,-0.00187894,-0.73514519,1.78718834
9,0.714000,predator_0,predator,-0.55021790,-0.74603564,1.57101184
9,0.747000,prey_0,prey,-0.00011488,0.01344818,1.56839946
9,0.800000,predator_2,predator,0.55248872,-0.74021418,1.73942871
9,0.810000,predator_1,predator,-0.00189116,-0.73511507,1.78724287
9,0.814000,predator_0,predator,-0.55021993,-0.74600371,1.57102694
9,0.847000,prey_0,prey,-0.00011603,0.01356015,1.56837912
9,0.900000,predator_2,predator,0.55249946,-0.74014163,1.74068436
9,0.910000,predator_1,predator,-0.00190338,-0.73508501,1.78729741
9,0.914000,predator_0,predator,-0.55022170,-0.74597173,1.57104047
9,0.947000,prey_0,prey,-0.00011709,0.01367663,1.56835754
9,1.000000,predator_2,predator,0.55251009,-0.74006908,1.74194038
9,1.010000,predator_1,predator,-0.00191561,-0.73505487,1.78735084
9,1.014000,predator_0,predator,-0.55022372,-0.74593994,1.57105694
9,1.047000,prey_0,prey,-0.00011795,0.01378913,1.56833648
9,1.100000,predator_2,predator,0.55252060,-0.73999653,1.74319680
9,1.110000,predator_1,predator,-0.00192782,-0.73502468,1.78740344
9,1.114000,predator_0,predator,-0.55022548,-0.74590790,1.57107002
9,1.147000,prey_0,prey,-0.00011910,0.01390110,1.56831623
9,1.200000,predator_2,predator,0.55253100,-0.73992397,1.74445362
9,1.210000,predator_1,predator,-0.00194004,-0.73499454,1.78745702
9,1.214000,predator_0,predator,-0.55022755,-0.74587584,1.57108294
9,1.247000,prey_0,prey,-0.00012015,0.01401758,1.56829474
9,1.300000,predator_2,predator,0.55254129,-0.73985140,1.74571083
9,1.310000,predator_1,predator,-0.00195229,-0.73496441,1.78751024
9,1.314000,predator_0,predator,-0.55022900,-0.74584154,1.57093534
9,1.347000,prey_0,prey,-0.00012101,0.01413009,1.56827377
9,1.400000,predator_2,predator,0.55255146,-0.73977883,1.74696845
9,1.410000,predator_1,predator,-0.00196454,-0.73493433,1.78756442
9,1.414000,predator_0,predator,-0.55023094,-0.74580956,1.57094664
9,1.447000,prey_0,prey,-0.00012215,0.01424206,1.56825361
9,1.500000,predator_2,predator,0.55256151,-0.73970625,1.74822648
9,1.510000,predator_1,predator,-0.00197682,-0.73490418,1.78761821
9,1.514000,predator_0,predator,-0.55023293,-0.74577774,1.57096317
9,1.547000,prey_0,prey,-0.00012320,0.01435853,1.56823222
9,1.600000,predator_2,predator,0.55257145,-0.73963367,1.74948492
9,1.610000,predator_1,predator,-0.00198900,-0.73487403,1.78767169
9,1.614000,predator_0,predator,-0.55023467,-0.74574586,1.57097761
9,1.647000,prey_0,prey,-0.00012406,0.01447104,1.56821135
9,1.700000,predator_2,predator,0.55258127,-0.73956108,1.75074378
9,1.710000,predator_1,predator,-0.00200125,-0.73484393,1.78772636
9,1.714000,predator_0,predator,-0.55023669,-0.74571387,1.57099154
9,1.747000,prey_0,prey,-0.00012520,0.01458301,1.56819128
9,1.800000,predator_2,predator,0.55259098,-0.73948848,1.75200306
9,1.810000,predator_1,predator,-0.00201353,-0.73481384,1.78778057
9,1.814000,predator_0,predator,-0.55023852,-0.74568175,1.57100371
9,1.847000,prey_0,prey,-0.00012625,0.01469949,1.56816998
9,1.900000,predator_2,predator,0.55260057,-0.73941588,1.75326277
9,1.910000,predator_1,predator,-0.00202571,-0.73478371,1.78783498
9,1.914000,predator_0,predator,-0.55024050,-0.74564976,1.57101255
9,1.947000,prey_0,prey,-0.00012710,0.01481199,1.56814919
9,2.000000,predator_2,predator,0.55261004,-0.73934327,1.75452291
9,2.010000,predator_1,predator,-0.00203799,-0.73475363,1.78788918
9,2.014000,predator_0,predator,-0.55024083,-0.74563356,1.57098228
9,2.047000,prey_0,prey,-0.00012824,0.01492396,1.56812922
9,2.100000,predator_2,predator,0.55261940,-0.73927066,1.75578349
9,2.110000,predator_1,predator,-0.00205026,-0.73472348,1.78794276
9,2.114000,predator_0,predator,-0.55024087,-0.74564295,1.57098448
9,2.147000,prey_0,prey,-0.00012928,0.01504044,1.56810801
9,2.200000,predator_2,predator,0.55262865,-0.73919804,1.75704451
9,2.210000,predator_1,predator,-0.00206254,-0.73469329,1.78799572
9,2.214000,predator_0,predator,-0.55024089,-0.74565256,1.57098687
9,2.247000,prey_0,prey,-0.00013013,0.01515295,1.56808732
9,2.300000,predator_2,predator,0.55263777,-0.73912542,1.75830597
9,2.310000,predator_1,predator,-0.00207477,-0.73466321,1.78805017
9,2.314000,predator_0,predator,-0.55024090,-0.74566172,1.57098921
9,2.347000,prey_0,prey,-0.00013127,0.01526492,1.56806743
9,2.400000,predator_2,predator,0.55264678,-0.73905279,1.75956788
9,2.410000,predator_1,predator,-0.00208700,-0.73463307,1.78810395
9,2.414000,predator_0,predator,-0.55024091,-0.74567113,1.57099165
9,2.447000,prey_0,prey,-0.00013231,0.01538140,1.56804632
9,2.500000,predator_2,predator,0.55265568,-0.73898015,1.76083025
9,2.510000,predator_1,predator,-0.00209931,-0.73460296,1.78815825
9,2.514000,predator_0,predator,-0.55024093,-0.74568077,1.57099410
9,2.547000,prey_0,prey,-0.00013315,0.01549391,1.56802572
9,2.600000,predator_2,predator,0.55266446,-0.73890751,1.76209307
9,2.610000,predator_1,predator,-0.00211156,-0.73457285,1.78821273
9,2.614000,predator_0,predator,-0.55024094,-0.74568994,1.57099648
9,2.647000,prey_0,prey,-0.00012530,0.01873120,1.56805106
9,2.700000,predator_2,predator,0.55267312,-0.73883486,1.76335636
9,2.710000,predator_1,predator,-0.00212384,-0.73454269,1.78826653
9,2.714000,predator_0,predator,-0.55024095,-0.74569936,1.57099895
9,2.747000,prey_0,prey,-0.00009829,0.02898550,1.56810589
9,2.800000,predator_2,predator,0.55268166,-0.73876220,1.76462011
9,2.810000,predator_1,predator,-0.00213607,-0.73451254,1.78832038
9,2.814000,predator_0,predator,-0.55024096,-0.74570900,1.57100142
9,2.847000,prey_0,prey,-0.00007537,0.03890288,1.56846466
9,2.900000,predator_2,predator,0.55269009,-0.73868954,1.76588433
9,2.910000,predator_1,predator,-0.00214835,-0.73448237,1.78837386
9,2.914000,predator_0,predator,-0.55024097,-0.74571817,1.57100382
9,2.947000,prey_0,prey,-0.00005394,0.04882004,1.56882144
9,3.000000,predator_2,predator,0.55269839,-0.73861688,1.76714904
9,3.010000,predator_1,predator,-0.00216062,-0.73445227,1.78842845
9,3.014000,predator_0,predator,-0.55024098,-0.74572760,1.57100630
9,3.047000,prey_0,prey,-0.00003585,0.05873768,1.56912261
9,3.100000,predator_2,predator,0.55270659,-0.73854421,1.76841422
9,3.110000,predator_1,predator,-0.00217294,-0.73442217,1.78848304
9,3.114000,predator_0,predator,-0.55024301,-0.74569978,1.57091164
9,3.147000,prey_0,prey,-0.00002045,0.06865541,1.56937916
9,3.200000,predator_2,predator,0.55271466,-0.73847153,1.76967990
9,3.210000,predator_1,predator,-0.00218518,-0.73439202,1.78853663
9,3.214000,predator_0,predator,-0.55024487,-0.74566767,1.57092176
9,3.247000,prey_0,prey,-0.00000740,0.07857315,1.56959667
9,3.300000,predator_2,predator,0.55272261,-0.73839885,1.77094607
