episode,time_s,robot,role,x,y,yaw
3,0.000000,prey_0,prey,0.00234122,0.00899638,1.72627044
3,0.003000,predator_0,predator,-0.54975846,-0.72287624,1.56745157
3,0.011000,predator_2,predator,0.55234164,-0.74099378,1.72642950
3,0.035000,predator_1,predator,0.00000095,-0.74017061,1.39928515
3,0.100000,prey_0,prey,0.00235293,0.00906843,1.72751853
3,0.103000,predator_0,predator,-0.54976057,-0.72276435,1.56743116
3,0.111000,predator_2,predator,0.55235334,-0.74092171,1.72767772
3,0.135000,predator_1,predator,-0.00000072,-0.74018015,1.39934458
3,0.200000,prey_0,prey,0.00236452,0.00914049,1.72876696
3,0.203000,predator_0,predator,-0.54976257,-0.72264795,1.56740950
3,0.211000,predator_2,predator,0.55236493,-0.74084964,1.72892627
3,0.235000,predator_1,predator,-0.00000032,-0.74017733,1.39944092
3,0.300000,prey_0,prey,0.00237601,0.00921256,1.73001572
3,0.303000,predator_0,predator,-0.54976435,-0.72253552,1.56738861
3,0.311000,predator_2,predator,0.55237640,-0.74077757,1.73017516
3,0.335000,predator_1,predator,-0.00000223,-0.74018710,1.39950591
3,0.400000,prey_0,prey,0.00238738,0.00928463,1.73126482
3,0.403000,predator_0,predator,-0.54976645,-0.72242363,1.56736830
3,0.411000,predator_2,predator,0.55238776,-0.74070549,1.73142438
3,0.435000,predator_1,predator,-0.00000411,-0.74019709,1.39956906
3,0.500000,prey_0,prey,0.00239863,0.00935671,1.73251426
3,0.503000,predator_0,predator,-0.54976845,-0.72230723,1.56734672
3,0.511000,predator_2,predator,0.55239901,-0.74063340,1.73267395
3,0.535000,predator_1,predator,-0.00000579,-0.74020663,1.39962943
3,0.600000,prey_0,prey,0.00240978,0.00942879,1.73376405
3,0.603000,predator_0,predator,-0.54977023,-0.72219480,1.56732593
3,0.611000,predator_2,predator,0.55241015,-0.74056131,1.73392387
3,0.635000,predator_1,predator,-0.00000768,-0.74021643,1.39969096
3,0.700000,prey_0,prey,0.00242081,0.00950088,1.73501420
3,0.703000,predator_0,predator,-0.54977233,-0.72208291,1.56730571
3,0.711000,predator_2,predator,0.55242118,-0.74048922,1.73517414
3,0.735000,predator_1,predator,-0.00000727,-0.74021423,1.39978721
3,0.800000,prey_0,prey,0.00243173,0.00957297,1.73626470
3,0.803000,predator_0,predator,-0.54977432,-0.72196651,1.56728423
3,0.811000,predator_2,predator,0.55243209,-0.74041712,1.73642477
3,0.835000,predator_1,predator,-0.00000922,-0.74022361,1.39985026
3,0.900000,prey_0,prey,0.00244254,0.00964506,1.73751557
3,0.903000,predator_0,predator,-0.54977610,-0.72185408,1.56726353
3,0.911000,predator_2,predator,0.55244289,-0.74034501,1.73767577
3,0.935000,predator_1,predator,-0.00001088,-0.74023313,1.39991207
3,1.000000,prey_0,prey,0.00245324,0.00971717,1.73876680
3,1.003000,predator_0,predator,-0.54977820,-0.72174219,1.56724340
3,1.011000,predator_2,predator,0.55245357,-0.74027290,1.73892713
3,1.035000,predator_1,predator,-0.00001277,-0.74024291,1.39997471
3,1.100000,prey_0,prey,0.00246382,0.00978928,1.74001840
3,1.103000,predator_0,predator,-0.54978019,-0.72162579,1.56722201
3,1.111000,predator_2,predator,0.55246415,-0.74020078,1.74017886
3,1.135000,predator_1,predator,-0.00001466,-0.74025293,1.40003599
3,1.200000,prey_0,prey,0.00247429,0.00986139,1.74127038
3,1.203000,predator_0,predator,-0.54978196,-0.72151335,1.56720141
3,1.211000,predator_2,predator,0.55247461,-0.74012866,1.74143097
3,1.235000,predator_1,predator,-0.00001633,-0.74026247,1.40009494
3,1.300000,prey_0,prey,0.00248464,0.00993351,1.74252273
3,1.303000,predator_0,predator,-0.54978406,-0.72140146,1.56718137
3,1.311000,predator_2,predator,0.55248495,-0.74005653,1.74268345
3,1.335000,predator_1,predator,-0.00001598,-0.74025963,1.40019204
3,1.400000,prey_0,prey,0.00249488,0.01000564,1.74377547
3,1.403000,predator_0,predator,-0.54978604,-0.72128506,1.56716007
3,1.411000,predator_2,predator,0.55249519,-0.73998440,1.74393632
3,1.435000,predator_1,predator,-0.00001787,-0.74026940,1.40025630
3,1.500000,prey_0,prey,0.00250501,0.01007777,1.74502860
3,1.503000,predator_0,predator,-0.54978782,-0.72117263,1.56713956
3,1.511000,predator_2,predator,0.55250531,-0.73991225,1.74518958
3,1.535000,predator_1,predator,-0.00001975,-0.74027940,1.40031878
3,1.600000,prey_0,prey,0.00251503,0.01014990,1.74628212
3,1.603000,predator_0,predator,-0.54978991,-0.72106074,1.56711961
3,1.611000,predator_2,predator,0.55251531,-0.73984011,1.74644323
3,1.635000,predator_1,predator,-0.00002141,-0.74028894,1.40037860
3,1.700000,prey_0,prey,0.00252493,0.01022205,1.74753603
3,1.703000,predator_0,predator,-0.54979189,-0.72094434,1.56709841
3,1.711000,predator_2,predator,0.55252520,-0.73976796,1.74769728
3,1.735000,predator_1,predator,-0.00002330,-0.74029874,1.40043965
3,1.800000,prey_0,prey,0.00253471,0.01029420,1.74879035
3,1.803000,predator_0,predator,-0.54979366,-0.72083191,1.56707799
3,1.811000,predator_2,predator,0.55253498,-0.73969580,1.74895173
3,1.835000,predator_1,predator,-0.00002297,-0.74029592,1.40053502
3,1.900000,prey_0,prey,0.00254438,0.01036635,1.75004507
3,1.903000,predator_0,predator,-0.54979575,-0.72072002,1.56705813
3,1.911000,predator_2,predator,0.55254464,-0.73962364,1.75020658
3,1.935000,predator_1,predator,-0.00002485,-0.74030590,1.40059921
3,2.000000,prey_0,prey,0.00255394,0.01043851,1.75130020
3,2.003000,predator_0,predator,-0.54979773,-0.72060361,1.56703702
3,2.011000,predator_2,predator,0.55255419,-0.73955147,1.75146185
3,2.035000,predator_1,predator,-0.00002651,-0.74031541,1.40066032
3,2.100000,prey_0,prey,0.00256339,0.01051067,1.75255574
3,2.103000,predator_0,predator,-0.54979950,-0.72049118,1.56701669
3,2.111000,predator_2,predator,0.55256363,-0.73947929,1.75271753
3,2.135000,predator_1,predator,-0.00002840,-0.74032520,1.40072236
3,2.200000,prey_0,prey,0.00257271,0.01058284,1.75381171
3,2.203000,predator_0,predator,-0.54980158,-0.72037929,1.56699692
3,2.211000,predator_2,predator,0.55257295,-0.73940711,1.75397363
3,2.235000,predator_1,predator,-0.00003027,-0.74033521,1.40078312
3,2.300000,prey_0,prey,0.00258193,0.01065502,1.75506810
3,2.303000,predator_0,predator,-0.54980356,-0.72026289,1.56697591
3,2.311000,predator_2,predator,0.55258216,-0.73933493,1.75523015
3,2.335000,predator_1,predator,-0.00002984,-0.74033257,1.40087756
3,2.400000,prey_0,prey,0.00259103,0.01072720,1.75632491
3,2.403000,predator_0,predator,-0.54980533,-0.72015046,1.56695566
3,2.411000,predator_2,predator,0.55259125,-0.73926274,1.75648710
3,2.435000,predator_1,predator,-0.00003163,-0.74034191,1.40093944
3,2.500000,prey_0,prey,0.00260001,0.01079939,1.75758216
3,2.503000,predator_0,predator,-0.54980741,-0.72003856,1.56693599
3,2.511000,predator_2,predator,0.55260022,-0.73919054,1.75774449
3,2.535000,predator_1,predator,-0.00003351,-0.74035168,1.40100295
3,2.600000,prey_0,prey,0.00260889,0.01087158,1.75883984
3,2.603000,predator_0,predator,-0.54980938,-0.71992216,1.56691506
3,2.611000,predator_2,predator,0.55260909,-0.73911834,1.75900231
3,2.635000,predator_1,predator,-0.00003538,-0.74036168,1.40106480
3,2.700000,prey_0,prey,0.00223312,0.01293458,1.75710365
3,2.703000,predator_0,predator,-0.54981115,-0.71980973,1.56689491
3,2.711000,predator_2,predator,0.55261783,-0.73904613,1.76026058
3,2.735000,predator_1,predator,-0.00003704,-0.74037121,1.40112410
