model,policy_rank,policy_file,policy_sha256,training_fitness,episodes,mean_fitness,sample_std_fitness,min_fitness,max_fitness,selected
fpv,1,top_1_policy_fpv_fitness_4.5002.npy,99522ff529164c637f318cf058029dad189b93ae60f837d6916a5e1edc685fe9,4.5002,10,2.5015031732999997,0.22274706592621038,2.1912851056,2.8284780691,False
fpv,2,top_2_policy_fpv_fitness_4.3002.npy,ddcaae3631143db7ae4176a0e011700caf695b01fb3913fcbd24a374ad692f52,4.3002,10,1.83356051541,0.09372753442868478,1.6989952349,1.9930083113,False
fpv,3,top_3_policy_fpv_fitness_4.2889.npy,932ef4e3c502e1135f8c9a7ca852eb5df408a7f77488ea0ed348d6f2196d7e41,4.2889,10,2.7721606911000003,0.529463176429979,2.1427533143,3.9375241675,True
fpv,4,top_4_policy_fpv_fitness_4.2134.npy,2d1d5e9c437e33d5981c136cc03b2374988457fed24a966d90b59e0653655f20,4.2134,10,2.6997209086800003,0.7054781481301715,2.1629115418,4.060334109,False
fpv,5,top_5_policy_fpv_fitness_4.1551.npy,c89ee032194e6f1c50d72b54fa73c01cdd027589dd0571ae52668097e5d0b93c,4.1551,10,2.7294830450300003,0.6050589157924982,2.175515543,3.9952267316,False
