episode,time_s,robot,role,x,y,yaw
10,0.000000,predator_1,predator,-0.00025804,-0.73512691,1.56807643
10,0.021000,prey_0,prey,0.00223200,0.01576712,1.39919803
10,0.041000,predator_0,predator,-0.55024474,-0.73516147,1.56785558
10,0.083000,predator_2,predator,0.54988350,-0.73502916,1.56864268
10,0.100000,predator_1,predator,-0.00025982,-0.73501047,1.56805364
10,0.121000,prey_0,prey,0.00224626,0.01581471,1.39913770
10,0.141000,predator_0,predator,-0.55024655,-0.73504504,1.56783316
10,0.183000,predator_2,predator,0.54988279,-0.73491265,1.56862419
10,0.200000,predator_1,predator,-0.00026138,-0.73489800,1.56803171
10,0.221000,prey_0,prey,0.00226051,0.01586230,1.39907734
10,0.241000,predator_0,predator,-0.55024815,-0.73493258,1.56781159
10,0.283000,predator_2,predator,0.54988230,-0.73480010,1.56860640
10,0.300000,predator_1,predator,-0.00026326,-0.73478608,1.56801024
10,0.321000,prey_0,prey,0.00227478,0.01590990,1.39901697
10,0.341000,predator_0,predator,-0.55025007,-0.73482066,1.56779049
10,0.383000,predator_2,predator,0.54988149,-0.73468809,1.56858921
10,0.400000,predator_1,predator,-0.00026503,-0.73466964,1.56798755
10,0.421000,prey_0,prey,0.00228904,0.01595749,1.39895656
10,0.441000,predator_0,predator,-0.55025188,-0.73470423,1.56776817
10,0.483000,predator_2,predator,0.54988078,-0.73457157,1.56857080
10,0.500000,predator_1,predator,-0.00026659,-0.73455718,1.56796571
10,0.521000,prey_0,prey,0.00230332,0.01600508,1.39889613
10,0.541000,predator_0,predator,-0.55025347,-0.73459177,1.56774669
10,0.583000,predator_2,predator,0.54988030,-0.73445902,1.56855309
10,0.600000,predator_1,predator,-0.00026847,-0.73444525,1.56794434
10,0.621000,prey_0,prey,0.00231759,0.01605267,1.39883568
10,0.641000,predator_0,predator,-0.55025539,-0.73447985,1.56772569
10,0.683000,predator_2,predator,0.54987950,-0.73434701,1.56853598
10,0.700000,predator_1,predator,-0.00027024,-0.73432881,1.56792175
10,0.721000,prey_0,prey,0.00233187,0.01610026,1.39877520
10,0.741000,predator_0,predator,-0.55025719,-0.73436342,1.56770347
10,0.783000,predator_2,predator,0.54987879,-0.73423049,1.56851765
10,0.800000,predator_1,predator,-0.00027180,-0.73421635,1.56790002
10,0.821000,prey_0,prey,0.00234615,0.01614786,1.39871470
10,0.841000,predator_0,predator,-0.55025879,-0.73425095,1.56768209
10,0.883000,predator_2,predator,0.54987830,-0.73411795,1.56850002
10,0.900000,predator_1,predator,-0.00027367,-0.73410442,1.56787874
10,0.921000,prey_0,prey,0.00236044,0.01619545,1.39865417
10,0.941000,predator_0,predator,-0.55026070,-0.73413903,1.56766119
10,0.983000,predator_2,predator,0.54987750,-0.73400594,1.56848299
10,1.000000,predator_1,predator,-0.00027544,-0.73398798,1.56785625
10,1.021000,prey_0,prey,0.00237473,0.01624304,1.39859362
10,1.041000,predator_0,predator,-0.55026250,-0.73402260,1.56763906
10,1.083000,predator_2,predator,0.54987680,-0.73388942,1.56846474
10,1.100000,predator_1,predator,-0.00027700,-0.73387552,1.56783462
10,1.121000,prey_0,prey,0.00238903,0.01629063,1.39853305
10,1.141000,predator_0,predator,-0.55026409,-0.73391014,1.56761778
10,1.183000,predator_2,predator,0.54987632,-0.73377687,1.56844719
10,1.200000,predator_1,predator,-0.00027887,-0.73376359,1.56781344
10,1.221000,prey_0,prey,0.00240332,0.01633822,1.39847244
10,1.241000,predator_0,predator,-0.55026600,-0.73379822,1.56759697
10,1.283000,predator_2,predator,0.54987552,-0.73366486,1.56843023
10,1.300000,predator_1,predator,-0.00028063,-0.73364715,1.56779105
10,1.321000,prey_0,prey,0.00241763,0.01638581,1.39841182
10,1.341000,predator_0,predator,-0.55026780,-0.73368179,1.56757494
10,1.383000,predator_2,predator,0.54987482,-0.73354834,1.56841207
10,1.400000,predator_1,predator,-0.00028219,-0.73353468,1.56776951
10,1.421000,prey_0,prey,0.00243193,0.01643340,1.39835117
10,1.441000,predator_0,predator,-0.55026939,-0.73356933,1.56755375
10,1.483000,predator_2,predator,0.54987433,-0.73343579,1.56839460
10,1.500000,predator_1,predator,-0.00028406,-0.73342276,1.56774843
10,1.521000,prey_0,prey,0.00244624,0.01648099,1.39829049
10,1.541000,predator_0,predator,-0.55027129,-0.73345741,1.56753304
10,1.583000,predator_2,predator,0.54987354,-0.73332378,1.56837772
10,1.600000,predator_1,predator,-0.00028582,-0.73330632,1.56772614
10,1.621000,prey_0,prey,0.00246056,0.01652858,1.39822979
10,1.641000,predator_0,predator,-0.55027309,-0.73334097,1.56751111
10,1.683000,predator_2,predator,0.54987284,-0.73320726,1.56835963
10,1.700000,predator_1,predator,-0.00028737,-0.73319385,1.56770470
10,1.721000,prey_0,prey,0.00247488,0.01657617,1.39816906
10,1.741000,predator_0,predator,-0.55027468,-0.73322851,1.56749001
10,1.783000,predator_2,predator,0.54987236,-0.73309471,1.56834224
10,1.800000,predator_1,predator,-0.00028924,-0.73308193,1.56768372
10,1.821000,prey_0,prey,0.00248920,0.01662376,1.39810831
