episode,time_s,robot,role,x,y,yaw
4,0.000000,predator_2,predator,0.55079515,-0.73791672,1.40460765
4,0.017000,predator_1,predator,-0.00025002,-0.73781425,1.56844207
4,0.038000,prey_0,prey,-0.00020651,0.01365903,1.56802991
4,0.058000,predator_0,predator,-0.55024670,-0.74619548,1.57257537
4,0.100000,predator_2,predator,0.55080159,-0.73788408,1.40459054
4,0.117000,predator_1,predator,-0.00025221,-0.73770238,1.56842013
4,0.138000,prey_0,prey,-0.00020818,0.01377548,1.56800698
4,0.158000,predator_0,predator,-0.55024891,-0.74616399,1.57259145
4,0.200000,predator_2,predator,0.55080817,-0.73785146,1.40457366
4,0.217000,predator_1,predator,-0.00025428,-0.73758599,1.56839690
4,0.238000,prey_0,prey,-0.00020962,0.01388796,1.56798494
4,0.258000,predator_0,predator,-0.55025116,-0.74613269,1.57260956
4,0.300000,predator_2,predator,0.55081462,-0.73781882,1.40455654
4,0.317000,predator_1,predator,-0.00025615,-0.73747358,1.56837447
4,0.338000,prey_0,prey,-0.00021139,0.01399990,1.56796331
4,0.358000,predator_0,predator,-0.55025333,-0.74610096,1.57262324
4,0.400000,predator_2,predator,0.55082120,-0.73778620,1.40453966
4,0.417000,predator_1,predator,-0.00025833,-0.73736170,1.56835263
4,0.438000,prey_0,prey,-0.00021305,0.01411635,1.56794049
4,0.458000,predator_0,predator,-0.55025548,-0.74606956,1.57264012
4,0.500000,predator_2,predator,0.55082764,-0.73775355,1.40452252
4,0.517000,predator_1,predator,-0.00026040,-0.73724532,1.56832950
4,0.538000,prey_0,prey,-0.00021450,0.01422883,1.56791854
4,0.558000,predator_0,predator,-0.55025767,-0.74603795,1.57265366
4,0.600000,predator_2,predator,0.55083422,-0.73772094,1.40450563
4,0.617000,predator_1,predator,-0.00026226,-0.73713290,1.56830717
4,0.638000,prey_0,prey,-0.00021626,0.01434077,1.56789701
4,0.658000,predator_0,predator,-0.55025971,-0.74600633,1.57266882
4,0.700000,predator_2,predator,0.55084067,-0.73768829,1.40448849
4,0.717000,predator_1,predator,-0.00026444,-0.73702103,1.56828544
4,0.738000,prey_0,prey,-0.00021791,0.01445722,1.56787429
4,0.758000,predator_0,predator,-0.55026192,-0.74597477,1.57268634
4,0.800000,predator_2,predator,0.55084725,-0.73765567,1.40447159
4,0.817000,predator_1,predator,-0.00026651,-0.73690464,1.56826241
4,0.838000,prey_0,prey,-0.00021936,0.01456970,1.56785244
4,0.858000,predator_0,predator,-0.55026410,-0.74594316,1.57270073
4,0.900000,predator_2,predator,0.55085370,-0.73762303,1.40445444
4,0.917000,predator_1,predator,-0.00026837,-0.73679222,1.56824019
4,0.938000,prey_0,prey,-0.00022111,0.01468164,1.56783101
4,0.958000,predator_0,predator,-0.55026628,-0.74591162,1.57271634
4,1.000000,predator_2,predator,0.55086029,-0.73759041,1.40443753
4,1.017000,predator_1,predator,-0.00027055,-0.73668035,1.56821856
4,1.038000,prey_0,prey,-0.00022277,0.01479809,1.56780838
4,1.058000,predator_0,predator,-0.55026842,-0.74587987,1.57272857
4,1.100000,predator_2,predator,0.55086674,-0.73755776,1.40442037
4,1.117000,predator_1,predator,-0.00027262,-0.73656396,1.56819563
4,1.138000,prey_0,prey,-0.00022421,0.01491057,1.56778663
4,1.158000,predator_0,predator,-0.55027076,-0.74584822,1.57274331
4,1.200000,predator_2,predator,0.55087332,-0.73752515,1.40440345
4,1.217000,predator_1,predator,-0.00027447,-0.73645154,1.56817351
4,1.238000,prey_0,prey,-0.00022596,0.01502251,1.56776530
4,1.258000,predator_0,predator,-0.55027294,-0.74581660,1.57275827
4,1.300000,predator_2,predator,0.55087978,-0.73749250,1.40438628
4,1.317000,predator_1,predator,-0.00027665,-0.73633967,1.56815198
4,1.338000,prey_0,prey,-0.00022762,0.01513896,1.56774277
4,1.358000,predator_0,predator,-0.55027509,-0.74578511,1.57277590
4,1.400000,predator_2,predator,0.55088637,-0.73745988,1.40436936
4,1.417000,predator_1,predator,-0.00027871,-0.73622328,1.56812916
4,1.438000,prey_0,prey,-0.00022905,0.01525144,1.56772112
4,1.458000,predator_0,predator,-0.55027719,-0.74575318,1.57278675
4,1.500000,predator_2,predator,0.55089282,-0.73742724,1.40435218
4,1.517000,predator_1,predator,-0.00028057,-0.73611086,1.56810713
4,1.538000,prey_0,prey,-0.00023080,0.01536338,1.56769988
4,1.558000,predator_0,predator,-0.55027938,-0.74572187,1.57280805
4,1.600000,predator_2,predator,0.55089941,-0.73739462,1.40433524
4,1.617000,predator_1,predator,-0.00028274,-0.73599899,1.56808570
4,1.638000,prey_0,prey,-0.00023245,0.01547984,1.56767745
4,1.658000,predator_0,predator,-0.55028156,-0.74569006,1.57281794
4,1.700000,predator_2,predator,0.55090587,-0.73736197,1.40431806
4,1.717000,predator_1,predator,-0.00028480,-0.73588260,1.56806298
4,1.738000,prey_0,prey,-0.00023389,0.01559232,1.56765590
4,1.758000,predator_0,predator,-0.55028388,-0.74565858,1.57283551
4,1.800000,predator_2,predator,0.55091246,-0.73732935,1.40430111
4,1.817000,predator_1,predator,-0.00028666,-0.73577018,1.56804106
4,1.838000,prey_0,prey,-0.00023564,0.01570426,1.56763476
4,1.858000,predator_0,predator,-0.55028595,-0.74562674,1.57284723
4,1.900000,predator_2,predator,0.55091892,-0.73729671,1.40428391
4,1.917000,predator_1,predator,-0.00028882,-0.73565831,1.56801973
4,1.938000,prey_0,prey,-0.00023728,0.01582071,1.56761243
4,1.958000,predator_0,predator,-0.55028824,-0.74559532,1.57286595
4,2.000000,predator_2,predator,0.55092551,-0.73726409,1.40426696
4,2.017000,predator_1,predator,-0.00029088,-0.73554192,1.56799711
4,2.038000,prey_0,prey,-0.00023871,0.01593319,1.56759097
4,2.058000,predator_0,predator,-0.55029031,-0.74556387,1.57288478
4,2.100000,predator_2,predator,0.55093197,-0.73723144,1.40424976
4,2.117000,predator_1,predator,-0.00029273,-0.73542950,1.56797529
4,2.138000,prey_0,prey,-0.00024046,0.01604513,1.56756992
4,2.158000,predator_0,predator,-0.55029249,-0.74553222,1.57289816
4,2.200000,predator_2,predator,0.55093857,-0.73719882,1.40423280
4,2.217000,predator_1,predator,-0.00029490,-0.73531762,1.56795406
4,2.238000,prey_0,prey,-0.00024210,0.01616158,1.56754769
4,2.258000,predator_0,predator,-0.55029468,-0.74550055,1.57291153
4,2.300000,predator_2,predator,0.55094503,-0.73716618,1.40421558
4,2.317000,predator_1,predator,-0.00029696,-0.73520124,1.56793154
4,2.338000,prey_0,prey,-0.00024353,0.01627407,1.56752633
4,2.358000,predator_0,predator,-0.55029698,-0.74546924,1.57293247
4,2.400000,predator_2,predator,0.55095163,-0.73713356,1.40419861
4,2.417000,predator_1,predator,-0.00029881,-0.73508882,1.56790982
4,2.438000,prey_0,prey,-0.00022834,0.02224391,1.56745169
4,2.458000,predator_0,predator,-0.55029901,-0.74543790,1.57294879
4,2.500000,predator_2,predator,0.55095809,-0.73710091,1.40418139
4,2.517000,predator_1,predator,-0.00030097,-0.73497694,1.56788868
4,2.538000,prey_0,prey,-0.00019571,0.03218287,1.56774182
4,2.558000,predator_0,predator,-0.55030125,-0.74540596,1.57296112
4,2.600000,predator_2,predator,0.55096469,-0.73706829,1.40416441
4,2.617000,predator_1,predator,-0.00030303,-0.73486055,1.56786627
4,2.638000,prey_0,prey,-0.00016750,0.04208909,1.56821227
4,2.658000,predator_0,predator,-0.55030358,-0.74537428,1.57297400
4,2.700000,predator_2,predator,0.55097116,-0.73703564,1.40414718
4,2.717000,predator_1,predator,-0.00030487,-0.73474813,1.56784464
4,2.738000,prey_0,prey,-0.00014355,0.05199530,1.56861173
4,2.758000,predator_0,predator,-0.55030574,-0.74534273,1.57298983
4,2.800000,predator_2,predator,0.55097776,-0.73700302,1.40413019
4,2.817000,predator_1,predator,-0.00030703,-0.73463626,1.56782361
4,2.838000,prey_0,prey,-0.00012365,0.06190301,1.56894389
4,2.858000,predator_0,predator,-0.55030794,-0.74531130,1.57300642
4,2.900000,predator_2,predator,0.55098422,-0.73697037,1.40411295
4,2.917000,predator_1,predator,-0.00030908,-0.73451987,1.56780130
4,2.938000,prey_0,prey,-0.00010647,0.07181186,1.56923084
4,2.958000,predator_0,predator,-0.55031013,-0.74527986,1.57302185
4,3.000000,predator_2,predator,0.55099083,-0.73693775,1.40409595
4,3.017000,predator_1,predator,-0.00031093,-0.73440745,1.56777977
