episode,time_s,robot,role,x,y,yaw
2,0.000000,predator_0,predator,-0.54972037,-0.74602824,1.56690937
2,0.042000,predator_2,predator,0.54976515,-0.74293328,1.56977234
2,0.059000,predator_1,predator,-0.00025404,-0.74625642,1.57090458
2,0.080000,prey_0,prey,0.00278417,0.01462540,1.49482795
2,0.100000,predator_0,predator,-0.54971710,-0.74597723,1.56686098
2,0.142000,predator_2,predator,0.54976424,-0.74282079,1.56975327
2,0.159000,predator_1,predator,-0.00025607,-0.74622443,1.57090256
2,0.180000,prey_0,prey,0.00281601,0.01470240,1.49605930
2,0.200000,predator_0,predator,-0.54971383,-0.74592623,1.56681257
2,0.242000,predator_2,predator,0.54976303,-0.74270884,1.56973494
2,0.259000,predator_1,predator,-0.00025810,-0.74619244,1.57090053
2,0.280000,prey_0,prey,0.00284774,0.01477940,1.49729052
2,0.300000,predator_0,predator,-0.54971056,-0.74587522,1.56676414
2,0.342000,predator_2,predator,0.54976192,-0.74259237,1.56971530
2,0.359000,predator_1,predator,-0.00026014,-0.74616045,1.57089850
2,0.380000,prey_0,prey,0.00287936,0.01485642,1.49852160
2,0.400000,predator_0,predator,-0.54970728,-0.74582422,1.56671570
2,0.442000,predator_2,predator,0.54976102,-0.74247988,1.56969632
2,0.459000,predator_1,predator,-0.00026217,-0.74612846,1.57089646
2,0.480000,prey_0,prey,0.00291087,0.01493344,1.49975255
2,0.500000,predator_0,predator,-0.54970400,-0.74577321,1.56666723
2,0.542000,predator_2,predator,0.54975981,-0.74236793,1.56967808
2,0.559000,predator_1,predator,-0.00026420,-0.74609647,1.57089442
2,0.580000,prey_0,prey,0.00294240,0.01500452,1.50099528
2,0.600000,predator_0,predator,-0.54970072,-0.74572221,1.56661875
2,0.642000,predator_2,predator,0.54975870,-0.74225146,1.56965853
2,0.659000,predator_1,predator,-0.00026623,-0.74606448,1.57089238
2,0.680000,prey_0,prey,0.00297385,0.01507388,1.50224078
2,0.700000,predator_0,predator,-0.54969744,-0.74567120,1.56657026
2,0.742000,predator_2,predator,0.54975780,-0.74213897,1.56963964
2,0.759000,predator_1,predator,-0.00026826,-0.74603249,1.57089033
2,0.780000,prey_0,prey,0.00300518,0.01514327,1.50348618
2,0.800000,predator_0,predator,-0.54969415,-0.74562020,1.56652174
2,0.842000,predator_2,predator,0.54975659,-0.74202702,1.56962148
2,0.859000,predator_1,predator,-0.00027029,-0.74600050,1.57088827
2,0.880000,prey_0,prey,0.00303641,0.01521268,1.50473148
2,0.900000,predator_0,predator,-0.54969085,-0.74556919,1.56647321
2,0.942000,predator_2,predator,0.54975548,-0.74191055,1.56960203
2,0.959000,predator_1,predator,-0.00027232,-0.74596851,1.57088622
2,0.980000,prey_0,prey,0.00306754,0.01528211,1.50597667
2,1.000000,predator_0,predator,-0.54968756,-0.74551819,1.56642466
2,1.042000,predator_2,predator,0.54975459,-0.74179806,1.56958322
2,1.059000,predator_1,predator,-0.00027435,-0.74593652,1.57088416
2,1.080000,prey_0,prey,0.00309856,0.01535156,1.50722175
2,1.100000,predator_0,predator,-0.54968426,-0.74546718,1.56637609
2,1.142000,predator_2,predator,0.54975338,-0.74168611,1.56956515
2,1.159000,predator_1,predator,-0.00027638,-0.74590453,1.57088210
2,1.180000,prey_0,prey,0.00312948,0.01542102,1.50846674
2,1.200000,predator_0,predator,-0.54968096,-0.74541618,1.56632750
2,1.242000,predator_2,predator,0.54975227,-0.74156964,1.56954578
2,1.259000,predator_1,predator,-0.00027841,-0.74587254,1.57088004
2,1.280000,prey_0,prey,0.00316029,0.01549051,1.50971163
2,1.300000,predator_0,predator,-0.54967765,-0.74536517,1.56627890
2,1.342000,predator_2,predator,0.54975138,-0.74145715,1.56952706
2,1.359000,predator_1,predator,-0.00028044,-0.74584055,1.57087796
