optimizer,generation,episode,candidate,fitness,loss,generation_best_fitness,generation_mean_fitness,generation_std_fitness,best_so_far_fitness,sigma
cmaes,0,1,0,1.5728879651663092,-1.5728879651663092,1.7594957019803,1.5904393768860874,0.05081153439160093,1.7594957019803,0.46998621410988317
cmaes,0,2,1,1.5750485857421501,-1.5750485857421501,1.7594957019803,1.5904393768860874,0.05081153439160093,1.7594957019803,0.46998621410988317
cmaes,0,3,2,1.5751496849154663,-1.5751496849154663,1.7594957019803,1.5904393768860874,0.05081153439160093,1.7594957019803,0.46998621410988317
cmaes,0,4,3,1.578304906070403,-1.578304906070403,1.7594957019803,1.5904393768860874,0.05081153439160093,1.7594957019803,0.46998621410988317
cmaes,0,5,4,1.5693166740436908,-1.5693166740436908,1.7594957019803,1.5904393768860874,0.05081153439160093,1.7594957019803,0.46998621410988317
cmaes,0,6,5,1.5694758404925813,-1.5694758404925813,1.7594957019803,1.5904393768860874,0.05081153439160093,1.7594957019803,0.46998621410988317
cmaes,0,7,6,1.5728150372131693,-1.5728150372131693,1.7594957019803,1.5904393768860874,0.05081153439160093,1.7594957019803,0.46998621410988317
cmaes,0,8,7,1.6226860010981738,-1.6226860010981738,1.7594957019803,1.5904393768860874,0.05081153439160093,1.7594957019803,0.46998621410988317
cmaes,0,9,8,1.572353205578357,-1.572353205578357,1.7594957019803,1.5904393768860874,0.05081153439160093,1.7594957019803,0.46998621410988317
cmaes,0,10,9,1.574408937042289,-1.574408937042289,1.7594957019803,1.5904393768860874,0.05081153439160093,1.7594957019803,0.46998621410988317
cmaes,0,11,10,1.5748763663798302,-1.5748763663798302,1.7594957019803,1.5904393768860874,0.05081153439160093,1.7594957019803,0.46998621410988317
cmaes,0,12,11,1.7594957019803,-1.7594957019803,1.7594957019803,1.5904393768860874,0.05081153439160093,1.7594957019803,0.46998621410988317
cmaes,0,13,12,1.5588929937964173,-1.5588929937964173,1.7594957019803,1.5904393768860874,0.05081153439160093,1.7594957019803,0.46998621410988317
cmaes,1,14,0,1.5542526318698995,-1.5542526318698995,1.5864794298799385,1.5590074792718407,0.03471773091278849,1.7594957019803,0.45133496629508985
cmaes,1,15,1,1.5694154429009914,-1.5694154429009914,1.5864794298799385,1.5590074792718407,0.03471773091278849,1.7594957019803,0.45133496629508985
cmaes,1,16,2,1.550559423838881,-1.550559423838881,1.5864794298799385,1.5590074792718407,0.03471773091278849,1.7594957019803,0.45133496629508985
cmaes,1,17,3,1.570647794361815,-1.570647794361815,1.5864794298799385,1.5590074792718407,0.03471773091278849,1.7594957019803,0.45133496629508985
cmaes,1,18,4,1.5822557702916535,-1.5822557702916535,1.5864794298799385,1.5590074792718407,0.03471773091278849,1.7594957019803,0.45133496629508985
cmaes,1,19,5,1.5864794298799385,-1.5864794298799385,1.5864794298799385,1.5590074792718407,0.03471773091278849,1.7594957019803,0.45133496629508985
cmaes,1,20,6,1.556507379803336,-1.556507379803336,1.5864794298799385,1.5590074792718407,0.03471773091278849,1.7594957019803,0.45133496629508985
cmaes,1,21,7,1.4461586273058986,-1.4461586273058986,1.5864794298799385,1.5590074792718407,0.03471773091278849,1.7594957019803,0.45133496629508985
cmaes,1,22,8,1.5746066602144615,-1.5746066602144615,1.5864794298799385,1.5590074792718407,0.03471773091278849,1.7594957019803,0.45133496629508985
cmaes,1,23,9,1.5686025392995961,-1.5686025392995961,1.5864794298799385,1.5590074792718407,0.03471773091278849,1.7594957019803,0.45133496629508985
cmaes,1,24,10,1.5767004331369892,-1.5767004331369892,1.5864794298799385,1.5590074792718407,0.03471773091278849,1.7594957019803,0.45133496629508985
cmaes,1,25,11,1.5822405067494876,-1.5822405067494876,1.5864794298799385,1.5590074792718407,0.03471773091278849,1.7594957019803,0.45133496629508985
cmaes,1,26,12,1.5486705908809792,-1.5486705908809792,1.5864794298799385,1.5590074792718407,0.03471773091278849,1.7594957019803,0.45133496629508985
cmaes,2,27,0,1.5491302130603937,-1.5491302130603937,1.6207251501941164,1.573753138750959,0.02145160483862795,1.7594957019803,0.4293969779753527
cmaes,2,28,1,1.5807877838509017,-1.5807877838509017,1.6207251501941164,1.573753138750959,0.02145160483862795,1.7594957019803,0.4293969779753527
cmaes,2,29,2,1.5633992306796312,-1.5633992306796312,1.6207251501941164,1.573753138750959,0.02145160483862795,1.7594957019803,0.4293969779753527
cmaes,2,30,3,1.5727407557014603,-1.5727407557014603,1.6207251501941164,1.573753138750959,0.02145160483862795,1.7594957019803,0.4293969779753527
cmaes,2,31,4,1.5599681551416695,-1.5599681551416695,1.6207251501941164,1.573753138750959,0.02145160483862795,1.7594957019803,0.4293969779753527
cmaes,2,32,5,1.5609379085239823,-1.5609379085239823,1.6207251501941164,1.573753138750959,0.02145160483862795,1.7594957019803,0.4293969779753527
cmaes,2,33,6,1.6207251501941164,-1.6207251501941164,1.6207251501941164,1.573753138750959,0.02145160483862795,1.7594957019803,0.4293969779753527
cmaes,2,34,7,1.6063040760351204,-1.6063040760351204,1.6207251501941164,1.573753138750959,0.02145160483862795,1.7594957019803,0.4293969779753527
cmaes,2,35,8,1.5721567745050709,-1.5721567745050709,1.6207251501941164,1.573753138750959,0.02145160483862795,1.7594957019803,0.4293969779753527
cmaes,2,36,9,1.5522984691867852,-1.5522984691867852,1.6207251501941164,1.573753138750959,0.02145160483862795,1.7594957019803,0.4293969779753527
cmaes,2,37,10,1.596587077483327,-1.596587077483327,1.6207251501941164,1.573753138750959,0.02145160483862795,1.7594957019803,0.4293969779753527
cmaes,2,38,11,1.5747566311003283,-1.5747566311003283,1.6207251501941164,1.573753138750959,0.02145160483862795,1.7594957019803,0.4293969779753527
cmaes,2,39,12,1.5489985782996767,-1.5489985782996767,1.6207251501941164,1.573753138750959,0.02145160483862795,1.7594957019803,0.4293969779753527
cmaes,3,40,0,1.5240972072664667,-1.5240972072664667,1.646393457021983,1.570718197313064,0.03099440782465663,1.7594957019803,0.41897754493230255
cmaes,3,41,1,1.545865476846363,-1.545865476846363,1.646393457021983,1.570718197313064,0.03099440782465663,1.7594957019803,0.41897754493230255
cmaes,3,42,2,1.589557698626687,-1.589557698626687,1.646393457021983,1.570718197313064,0.03099440782465663,1.7594957019803,0.41897754493230255
cmaes,3,43,3,1.646393457021983,-1.646393457021983,1.646393457021983,1.570718197313064,0.03099440782465663,1.7594957019803,0.41897754493230255
cmaes,3,44,4,1.5699286155312846,-1.5699286155312846,1.646393457021983,1.570718197313064,0.03099440782465663,1.7594957019803,0.41897754493230255
cmaes,3,45,5,1.6089070028841952,-1.6089070028841952,1.646393457021983,1.570718197313064,0.03099440782465663,1.7594957019803,0.41897754493230255
cmaes,3,46,6,1.5558290219595736,-1.5558290219595736,1.646393457021983,1.570718197313064,0.03099440782465663,1.7594957019803,0.41897754493230255
cmaes,3,47,7,1.591423769852293,-1.591423769852293,1.646393457021983,1.570718197313064,0.03099440782465663,1.7594957019803,0.41897754493230255
cmaes,3,48,8,1.5620572360423168,-1.5620572360423168,1.646393457021983,1.570718197313064,0.03099440782465663,1.7594957019803,0.41897754493230255
cmaes,3,49,9,1.5378541678448217,-1.5378541678448217,1.646393457021983,1.570718197313064,0.03099440782465663,1.7594957019803,0.41897754493230255
cmaes,3,50,10,1.5714888193686156,-1.5714888193686156,1.646393457021983,1.570718197313064,0.03099440782465663,1.7594957019803,0.41897754493230255
cmaes,3,51,11,1.5615304776336982,-1.5615304776336982,1.646393457021983,1.570718197313064,0.03099440782465663,1.7594957019803,0.41897754493230255
cmaes,3,52,12,1.554403614191528,-1.554403614191528,1.646393457021983,1.570718197313064,0.03099440782465663,1.7594957019803,0.41897754493230255
cmaes,4,53,0,1.7564014671306631,-1.7564014671306631,1.7582712523002344,1.6052818503384516,0.07607183854138116,1.7594957019803,0.41046744201249014
cmaes,4,54,1,1.5777055981613157,-1.5777055981613157,1.7582712523002344,1.6052818503384516,0.07607183854138116,1.7594957019803,0.41046744201249014
cmaes,4,55,2,1.5503896289582877,-1.5503896289582877,1.7582712523002344,1.6052818503384516,0.07607183854138116,1.7594957019803,0.41046744201249014
cmaes,4,56,3,1.7582712523002344,-1.7582712523002344,1.7582712523002344,1.6052818503384516,0.07607183854138116,1.7594957019803,0.41046744201249014
cmaes,4,57,4,1.5412592640966032,-1.5412592640966032,1.7582712523002344,1.6052818503384516,0.07607183854138116,1.7594957019803,0.41046744201249014
cmaes,4,58,5,1.5489749423775003,-1.5489749423775003,1.7582712523002344,1.6052818503384516,0.07607183854138116,1.7594957019803,0.41046744201249014
cmaes,4,59,6,1.5769646568393414,-1.5769646568393414,1.7582712523002344,1.6052818503384516,0.07607183854138116,1.7594957019803,0.41046744201249014
cmaes,4,60,7,1.5582057840582741,-1.5582057840582741,1.7582712523002344,1.6052818503384516,0.07607183854138116,1.7594957019803,0.41046744201249014
cmaes,4,61,8,1.5200369769841702,-1.5200369769841702,1.7582712523002344,1.6052818503384516,0.07607183854138116,1.7594957019803,0.41046744201249014
cmaes,4,62,9,1.6102776057500194,-1.6102776057500194,1.7582712523002344,1.6052818503384516,0.07607183854138116,1.7594957019803,0.41046744201249014
cmaes,4,63,10,1.6126822407992347,-1.6126822407992347,1.7582712523002344,1.6052818503384516,0.07607183854138116,1.7594957019803,0.41046744201249014
cmaes,4,64,11,1.5718330336546456,-1.5718330336546456,1.7582712523002344,1.6052818503384516,0.07607183854138116,1.7594957019803,0.41046744201249014
cmaes,4,65,12,1.6856616032895808,-1.6856616032895808,1.7582712523002344,1.6052818503384516,0.07607183854138116,1.7594957019803,0.41046744201249014
cmaes,5,66,0,1.7199270964900393,-1.7199270964900393,1.8065458521775415,1.6111529353703617,0.0977234932558154,1.8065458521775415,0.4130757781941528
cmaes,5,67,1,1.5749005732921935,-1.5749005732921935,1.8065458521775415,1.6111529353703617,0.0977234932558154,1.8065458521775415,0.4130757781941528
cmaes,5,68,2,1.8050318757299508,-1.8050318757299508,1.8065458521775415,1.6111529353703617,0.0977234932558154,1.8065458521775415,0.4130757781941528
cmaes,5,69,3,1.5476237056605033,-1.5476237056605033,1.8065458521775415,1.6111529353703617,0.0977234932558154,1.8065458521775415,0.4130757781941528
cmaes,5,70,4,1.5625396690630835,-1.5625396690630835,1.8065458521775415,1.6111529353703617,0.0977234932558154,1.8065458521775415,0.4130757781941528
cmaes,5,71,5,1.4740697347760068,-1.4740697347760068,1.8065458521775415,1.6111529353703617,0.0977234932558154,1.8065458521775415,0.4130757781941528
cmaes,5,72,6,1.6028608904398949,-1.6028608904398949,1.8065458521775415,1.6111529353703617,0.0977234932558154,1.8065458521775415,0.4130757781941528
cmaes,5,73,7,1.5430336313589177,-1.5430336313589177,1.8065458521775415,1.6111529353703617,0.0977234932558154,1.8065458521775415,0.4130757781941528
cmaes,5,74,8,1.596085792166144,-1.596085792166144,1.8065458521775415,1.6111529353703617,0.0977234932558154,1.8065458521775415,0.4130757781941528
cmaes,5,75,9,1.5593223103312885,-1.5593223103312885,1.8065458521775415,1.6111529353703617,0.0977234932558154,1.8065458521775415,0.4130757781941528
cmaes,5,76,10,1.5731229905024928,-1.5731229905024928,1.8065458521775415,1.6111529353703617,0.0977234932558154,1.8065458521775415,0.4130757781941528
cmaes,5,77,11,1.5799240378266441,-1.5799240378266441,1.8065458521775415,1.6111529353703617,0.0977234932558154,1.8065458521775415,0.4130757781941528
cmaes,5,78,12,1.8065458521775415,-1.8065458521775415,1.8065458521775415,1.6111529353703617,0.0977234932558154,1.8065458521775415,0.4130757781941528
cmaes,6,79,0,1.644414556303841,-1.644414556303841,1.879750992821481,1.6316519523649984,0.0919927011384883,1.879750992821481,0.41629034838757767
cmaes,6,80,1,1.713498711967362,-1.713498711967362,1.879750992821481,1.6316519523649984,0.0919927011384883,1.879750992821481,0.41629034838757767
cmaes,6,81,2,1.560629522973431,-1.560629522973431,1.879750992821481,1.6316519523649984,0.0919927011384883,1.879750992821481,0.41629034838757767
cmaes,6,82,3,1.6316348879762776,-1.6316348879762776,1.879750992821481,1.6316519523649984,0.0919927011384883,1.879750992821481,0.41629034838757767
cmaes,6,83,4,1.6467477365004854,-1.6467477365004854,1.879750992821481,1.6316519523649984,0.0919927011384883,1.879750992821481,0.41629034838757767
cmaes,6,84,5,1.7118000874392645,-1.7118000874392645,1.879750992821481,1.6316519523649984,0.0919927011384883,1.879750992821481,0.41629034838757767
cmaes,6,85,6,1.879750992821481,-1.879750992821481,1.879750992821481,1.6316519523649984,0.0919927011384883,1.879750992821481,0.41629034838757767
cmaes,6,86,7,1.624549266695749,-1.624549266695749,1.879750992821481,1.6316519523649984,0.0919927011384883,1.879750992821481,0.41629034838757767
cmaes,6,87,8,1.599731664086171,-1.599731664086171,1.879750992821481,1.6316519523649984,0.0919927011384883,1.879750992821481,0.41629034838757767
cmaes,6,88,9,1.5637698562464324,-1.5637698562464324,1.879750992821481,1.6316519523649984,0.0919927011384883,1.879750992821481,0.41629034838757767
cmaes,6,89,10,1.5537452495625665,-1.5537452495625665,1.879750992821481,1.6316519523649984,0.0919927011384883,1.879750992821481,0.41629034838757767
cmaes,6,90,11,1.5125242435031352,-1.5125242435031352,1.879750992821481,1.6316519523649984,0.0919927011384883,1.879750992821481,0.41629034838757767
cmaes,6,91,12,1.5686786046687786,-1.5686786046687786,1.879750992821481,1.6316519523649984,0.0919927011384883,1.879750992821481,0.41629034838757767
cmaes,7,92,0,1.72793960502356,-1.72793960502356,2.2891854469663384,1.6783994671989455,0.21322083659729937,2.2891854469663384,0.42077787948120915
cmaes,7,93,1,1.955671062555783,-1.955671062555783,2.2891854469663384,1.6783994671989455,0.21322083659729937,2.2891854469663384,0.42077787948120915
cmaes,7,94,2,1.608277302508289,-1.608277302508289,2.2891854469663384,1.6783994671989455,0.21322083659729937,2.2891854469663384,0.42077787948120915
cmaes,7,95,3,1.5712100226244567,-1.5712100226244567,2.2891854469663384,1.6783994671989455,0.21322083659729937,2.2891854469663384,0.42077787948120915
cmaes,7,96,4,1.571299073467666,-1.571299073467666,2.2891854469663384,1.6783994671989455,0.21322083659729937,2.2891854469663384,0.42077787948120915
cmaes,7,97,5,1.7332533640103798,-1.7332533640103798,2.2891854469663384,1.6783994671989455,0.21322083659729937,2.2891854469663384,0.42077787948120915
cmaes,7,98,6,1.657745140170854,-1.657745140170854,2.2891854469663384,1.6783994671989455,0.21322083659729937,2.2891854469663384,0.42077787948120915
cmaes,7,99,7,1.5637309985785142,-1.5637309985785142,2.2891854469663384,1.6783994671989455,0.21322083659729937,2.2891854469663384,0.42077787948120915
cmaes,7,100,8,1.536277896359645,-1.536277896359645,2.2891854469663384,1.6783994671989455,0.21322083659729937,2.2891854469663384,0.42077787948120915
cmaes,7,101,9,1.6218888408597518,-1.6218888408597518,2.2891854469663384,1.6783994671989455,0.21322083659729937,2.2891854469663384,0.42077787948120915
cmaes,7,102,10,2.2891854469663384,-2.2891854469663384,2.2891854469663384,1.6783994671989455,0.21322083659729937,2.2891854469663384,0.42077787948120915
cmaes,7,103,11,1.511408493111634,-1.511408493111634,2.2891854469663384,1.6783994671989455,0.21322083659729937,2.2891854469663384,0.42077787948120915
cmaes,7,104,12,1.4713058273494166,-1.4713058273494166,2.2891854469663384,1.6783994671989455,0.21322083659729937,2.2891854469663384,0.42077787948120915
cmaes,8,105,0,1.7061264939348422,-1.7061264939348422,2.1806726959340463,1.7311447652323992,0.20944896997681015,2.2891854469663384,0.43726844872310805
cmaes,8,106,1,1.991041208206488,-1.991041208206488,2.1806726959340463,1.7311447652323992,0.20944896997681015,2.2891854469663384,0.43726844872310805
cmaes,8,107,2,1.584023535998293,-1.584023535998293,2.1806726959340463,1.7311447652323992,0.20944896997681015,2.2891854469663384,0.43726844872310805
cmaes,8,108,3,1.5863188765831697,-1.5863188765831697,2.1806726959340463,1.7311447652323992,0.20944896997681015,2.2891854469663384,0.43726844872310805
cmaes,8,109,4,2.1806726959340463,-2.1806726959340463,2.1806726959340463,1.7311447652323992,0.20944896997681015,2.2891854469663384,0.43726844872310805
cmaes,8,110,5,1.540939058367985,-1.540939058367985,2.1806726959340463,1.7311447652323992,0.20944896997681015,2.2891854469663384,0.43726844872310805
cmaes,8,111,6,1.566098999039605,-1.566098999039605,2.1806726959340463,1.7311447652323992,0.20944896997681015,2.2891854469663384,0.43726844872310805
cmaes,8,112,7,2.004513478342139,-2.004513478342139,2.1806726959340463,1.7311447652323992,0.20944896997681015,2.2891854469663384,0.43726844872310805
cmaes,8,113,8,1.8565681114814827,-1.8565681114814827,2.1806726959340463,1.7311447652323992,0.20944896997681015,2.2891854469663384,0.43726844872310805
cmaes,8,114,9,1.8209990031298238,-1.8209990031298238,2.1806726959340463,1.7311447652323992,0.20944896997681015,2.2891854469663384,0.43726844872310805
cmaes,8,115,10,1.5138210515815647,-1.5138210515815647,2.1806726959340463,1.7311447652323992,0.20944896997681015,2.2891854469663384,0.43726844872310805
cmaes,8,116,11,1.594909116502887,-1.594909116502887,2.1806726959340463,1.7311447652323992,0.20944896997681015,2.2891854469663384,0.43726844872310805
cmaes,8,117,12,1.5588503189188612,-1.5588503189188612,2.1806726959340463,1.7311447652323992,0.20944896997681015,2.2891854469663384,0.43726844872310805
cmaes,9,118,0,2.068028021527611,-2.068028021527611,2.068028021527611,1.7211029316233413,0.19107769334897784,2.2891854469663384,0.46191125091952984
cmaes,9,119,1,1.5436070247306857,-1.5436070247306857,2.068028021527611,1.7211029316233413,0.19107769334897784,2.2891854469663384,0.46191125091952984
cmaes,9,120,2,1.7913730023029955,-1.7913730023029955,2.068028021527611,1.7211029316233413,0.19107769334897784,2.2891854469663384,0.46191125091952984
cmaes,9,121,3,1.9348875936954026,-1.9348875936954026,2.068028021527611,1.7211029316233413,0.19107769334897784,2.2891854469663384,0.46191125091952984
cmaes,9,122,4,1.6070483168823269,-1.6070483168823269,2.068028021527611,1.7211029316233413,0.19107769334897784,2.2891854469663384,0.46191125091952984
cmaes,9,123,5,1.6065323136936471,-1.6065323136936471,2.068028021527611,1.7211029316233413,0.19107769334897784,2.2891854469663384,0.46191125091952984
cmaes,9,124,6,1.5336960058077758,-1.5336960058077758,2.068028021527611,1.7211029316233413,0.19107769334897784,2.2891854469663384,0.46191125091952984
cmaes,9,125,7,1.5952755728633585,-1.5952755728633585,2.068028021527611,1.7211029316233413,0.19107769334897784,2.2891854469663384,0.46191125091952984
cmaes,9,126,8,1.5599316703888206,-1.5599316703888206,2.068028021527611,1.7211029316233413,0.19107769334897784,2.2891854469663384,0.46191125091952984
cmaes,9,127,9,1.4475034542440839,-1.4475034542440839,2.068028021527611,1.7211029316233413,0.19107769334897784,2.2891854469663384,0.46191125091952984
cmaes,9,128,10,1.931572363740856,-1.931572363740856,2.068028021527611,1.7211029316233413,0.19107769334897784,2.2891854469663384,0.46191125091952984
cmaes,9,129,11,1.900166995534987,-1.900166995534987,2.068028021527611,1.7211029316233413,0.19107769334897784,2.2891854469663384,0.46191125091952984
cmaes,9,130,12,1.8547157756908856,-1.8547157756908856,2.068028021527611,1.7211029316233413,0.19107769334897784,2.2891854469663384,0.46191125091952984
cmaes,10,131,0,1.7466362266936415,-1.7466362266936415,1.9025230593650444,1.662246974637002,0.13202037847634643,2.2891854469663384,0.47865024289709907
cmaes,10,132,1,1.5846492859017074,-1.5846492859017074,1.9025230593650444,1.662246974637002,0.13202037847634643,2.2891854469663384,0.47865024289709907
cmaes,10,133,2,1.9025230593650444,-1.9025230593650444,1.9025230593650444,1.662246974637002,0.13202037847634643,2.2891854469663384,0.47865024289709907
cmaes,10,134,3,1.578216967904224,-1.578216967904224,1.9025230593650444,1.662246974637002,0.13202037847634643,2.2891854469663384,0.47865024289709907
cmaes,10,135,4,1.477667969985135,-1.477667969985135,1.9025230593650444,1.662246974637002,0.13202037847634643,2.2891854469663384,0.47865024289709907
cmaes,10,136,5,1.8764497989466182,-1.8764497989466182,1.9025230593650444,1.662246974637002,0.13202037847634643,2.2891854469663384,0.47865024289709907
cmaes,10,137,6,1.570922819196758,-1.570922819196758,1.9025230593650444,1.662246974637002,0.13202037847634643,2.2891854469663384,0.47865024289709907
cmaes,10,138,7,1.602370938482266,-1.602370938482266,1.9025230593650444,1.662246974637002,0.13202037847634643,2.2891854469663384,0.47865024289709907
cmaes,10,139,8,1.577615156734657,-1.577615156734657,1.9025230593650444,1.662246974637002,0.13202037847634643,2.2891854469663384,0.47865024289709907
cmaes,10,140,9,1.8257948551620848,-1.8257948551620848,1.9025230593650444,1.662246974637002,0.13202037847634643,2.2891854469663384,0.47865024289709907
cmaes,10,141,10,1.5318434263263538,-1.5318434263263538,1.9025230593650444,1.662246974637002,0.13202037847634643,2.2891854469663384,0.47865024289709907
cmaes,10,142,11,1.7211212772107842,-1.7211212772107842,1.9025230593650444,1.662246974637002,0.13202037847634643,2.2891854469663384,0.47865024289709907
cmaes,10,143,12,1.6133988883717518,-1.6133988883717518,1.9025230593650444,1.662246974637002,0.13202037847634643,2.2891854469663384,0.47865024289709907
cmaes,11,144,0,1.53753172468845,-1.53753172468845,2.3214767693563814,1.6702399025523735,0.2139461894158753,2.3214767693563814,0.49301792653069676
cmaes,11,145,1,1.5165021761680284,-1.5165021761680284,2.3214767693563814,1.6702399025523735,0.2139461894158753,2.3214767693563814,0.49301792653069676
cmaes,11,146,2,1.5727579840093102,-1.5727579840093102,2.3214767693563814,1.6702399025523735,0.2139461894158753,2.3214767693563814,0.49301792653069676
cmaes,11,147,3,1.5963728577066472,-1.5963728577066472,2.3214767693563814,1.6702399025523735,0.2139461894158753,2.3214767693563814,0.49301792653069676
cmaes,11,148,4,1.5551337719876692,-1.5551337719876692,2.3214767693563814,1.6702399025523735,0.2139461894158753,2.3214767693563814,0.49301792653069676
cmaes,11,149,5,1.6408134329574189,-1.6408134329574189,2.3214767693563814,1.6702399025523735,0.2139461894158753,2.3214767693563814,0.49301792653069676
cmaes,11,150,6,1.6253579687051927,-1.6253579687051927,2.3214767693563814,1.6702399025523735,0.2139461894158753,2.3214767693563814,0.49301792653069676
cmaes,11,151,7,1.7523602095640332,-1.7523602095640332,2.3214767693563814,1.6702399025523735,0.2139461894158753,2.3214767693563814,0.49301792653069676
cmaes,11,152,8,1.8867879059283255,-1.8867879059283255,2.3214767693563814,1.6702399025523735,0.2139461894158753,2.3214767693563814,0.49301792653069676
cmaes,11,153,9,1.6628430494529083,-1.6628430494529083,2.3214767693563814,1.6702399025523735,0.2139461894158753,2.3214767693563814,0.49301792653069676
cmaes,11,154,10,2.3214767693563814,-2.3214767693563814,2.3214767693563814,1.6702399025523735,0.2139461894158753,2.3214767693563814,0.49301792653069676
cmaes,11,155,11,1.4969836462584023,-1.4969836462584023,2.3214767693563814,1.6702399025523735,0.2139461894158753,2.3214767693563814,0.49301792653069676
cmaes,11,156,12,1.54819723639809,-1.54819723639809,2.3214767693563814,1.6702399025523735,0.2139461894158753,2.3214767693563814,0.49301792653069676
cmaes,12,157,0,1.5328022492273194,-1.5328022492273194,1.9748342521213078,1.686216602127297,0.15879678322333965,2.3214767693563814,0.4947631874699748
cmaes,12,158,1,1.780659221042982,-1.780659221042982,1.9748342521213078,1.686216602127297,0.15879678322333965,2.3214767693563814,0.4947631874699748
cmaes,12,159,2,1.7542547118337726,-1.7542547118337726,1.9748342521213078,1.686216602127297,0.15879678322333965,2.3214767693563814,0.4947631874699748
cmaes,12,160,3,1.597604778059206,-1.597604778059206,1.9748342521213078,1.686216602127297,0.15879678322333965,2.3214767693563814,0.4947631874699748
cmaes,12,161,4,1.539491470255374,-1.539491470255374,1.9748342521213078,1.686216602127297,0.15879678322333965,2.3214767693563814,0.4947631874699748
cmaes,12,162,5,1.5624024244240713,-1.5624024244240713,1.9748342521213078,1.686216602127297,0.15879678322333965,2.3214767693563814,0.4947631874699748
cmaes,12,163,6,1.5733948307418677,-1.5733948307418677,1.9748342521213078,1.686216602127297,0.15879678322333965,2.3214767693563814,0.4947631874699748
cmaes,12,164,7,1.9748342521213078,-1.9748342521213078,1.9748342521213078,1.686216602127297,0.15879678322333965,2.3214767693563814,0.4947631874699748
cmaes,12,165,8,1.7287544620728614,-1.7287544620728614,1.9748342521213078,1.686216602127297,0.15879678322333965,2.3214767693563814,0.4947631874699748
cmaes,12,166,9,1.5076951851457965,-1.5076951851457965,1.9748342521213078,1.686216602127297,0.15879678322333965,2.3214767693563814,0.4947631874699748
cmaes,12,167,10,1.8299618708794685,-1.8299618708794685,1.9748342521213078,1.686216602127297,0.15879678322333965,2.3214767693563814,0.4947631874699748
cmaes,12,168,11,1.9716954118661438,-1.9716954118661438,1.9748342521213078,1.686216602127297,0.15879678322333965,2.3214767693563814,0.4947631874699748
cmaes,12,169,12,1.5672649599846897,-1.5672649599846897,1.9748342521213078,1.686216602127297,0.15879678322333965,2.3214767693563814,0.4947631874699748
cmaes,13,170,0,1.582030169332767,-1.582030169332767,2.03308044416789,1.6071937314125693,0.1330031181845231,2.3214767693563814,0.49650882230231713
cmaes,13,171,1,1.5705715728010885,-1.5705715728010885,2.03308044416789,1.6071937314125693,0.1330031181845231,2.3214767693563814,0.49650882230231713
cmaes,13,172,2,1.4618144753270568,-1.4618144753270568,2.03308044416789,1.6071937314125693,0.1330031181845231,2.3214767693563814,0.49650882230231713
cmaes,13,173,3,1.5878031615285022,-1.5878031615285022,2.03308044416789,1.6071937314125693,0.1330031181845231,2.3214767693563814,0.49650882230231713
cmaes,13,174,4,1.5319451532333999,-1.5319451532333999,2.03308044416789,1.6071937314125693,0.1330031181845231,2.3214767693563814,0.49650882230231713
cmaes,13,175,5,1.592795125650438,-1.592795125650438,2.03308044416789,1.6071937314125693,0.1330031181845231,2.3214767693563814,0.49650882230231713
cmaes,13,176,6,1.6772835683067722,-1.6772835683067722,2.03308044416789,1.6071937314125693,0.1330031181845231,2.3214767693563814,0.49650882230231713
cmaes,13,177,7,1.5360593051173137,-1.5360593051173137,2.03308044416789,1.6071937314125693,0.1330031181845231,2.3214767693563814,0.49650882230231713
cmaes,13,178,8,1.5775691712646114,-1.5775691712646114,2.03308044416789,1.6071937314125693,0.1330031181845231,2.3214767693563814,0.49650882230231713
cmaes,13,179,9,1.5423360680866476,-1.5423360680866476,2.03308044416789,1.6071937314125693,0.1330031181845231,2.3214767693563814,0.49650882230231713
cmaes,13,180,10,1.5549705066403376,-1.5549705066403376,2.03308044416789,1.6071937314125693,0.1330031181845231,2.3214767693563814,0.49650882230231713
cmaes,13,181,11,1.645259786906575,-1.645259786906575,2.03308044416789,1.6071937314125693,0.1330031181845231,2.3214767693563814,0.49650882230231713
cmaes,13,182,12,2.03308044416789,-2.03308044416789,2.03308044416789,1.6071937314125693,0.1330031181845231,2.3214767693563814,0.49650882230231713
cmaes,14,183,0,1.6143915203825192,-1.6143915203825192,1.8532556493935928,1.6218145799439694,0.0944330182137484,2.3214767693563814,0.49102571442313114
cmaes,14,184,1,1.592358701008929,-1.592358701008929,1.8532556493935928,1.6218145799439694,0.0944330182137484,2.3214767693563814,0.49102571442313114
cmaes,14,185,2,1.6236210583554622,-1.6236210583554622,1.8532556493935928,1.6218145799439694,0.0944330182137484,2.3214767693563814,0.49102571442313114
