episode,time_s,robot,role,x,y,yaw
10,0.000000,predator_0,predator,-0.55025637,-0.74559711,1.56987392
10,0.000000,predator_1,predator,-0.00026522,-0.74545097,1.57031333
10,0.045000,predator_2,predator,0.54989655,-0.73464717,1.56867644
10,0.071000,prey_0,prey,0.00042258,0.01464069,1.56367835
10,0.100000,predator_0,predator,-0.55025826,-0.74556516,1.56986738
10,0.100000,predator_1,predator,-0.00026689,-0.74541909,1.57030723
10,0.145000,predator_2,predator,0.54989578,-0.73453516,1.56865905
10,0.171000,prey_0,prey,0.00042624,0.01469192,1.56362946
10,0.200000,predator_0,predator,-0.55026010,-0.74553320,1.56986050
10,0.200000,predator_1,predator,-0.00026859,-0.74538722,1.57030143
10,0.245000,predator_2,predator,0.54989511,-0.73441863,1.56864046
10,0.271000,prey_0,prey,0.00042990,0.01474316,1.56358056
10,0.300000,predator_0,predator,-0.55026198,-0.74550125,1.56985391
10,0.300000,predator_1,predator,-0.00027027,-0.74535534,1.57029537
10,0.345000,predator_2,predator,0.54989466,-0.73430608,1.56862257
10,0.371000,prey_0,prey,0.00043356,0.01479439,1.56353164
10,0.400000,predator_0,predator,-0.55026383,-0.74546930,1.56984710
10,0.400000,predator_1,predator,-0.00027197,-0.74532348,1.57028955
10,0.445000,predator_2,predator,0.54989389,-0.73419407,1.56860526
10,0.471000,prey_0,prey,0.00043723,0.01484563,1.56348270
10,0.500000,predator_0,predator,-0.55026571,-0.74543735,1.56984046
10,0.500000,predator_1,predator,-0.00027364,-0.74529160,1.57028355
10,0.545000,predator_2,predator,0.54989322,-0.73407755,1.56858675
10,0.571000,prey_0,prey,0.00044091,0.01489686,1.56343374
10,0.600000,predator_0,predator,-0.55026755,-0.74540540,1.56983370
10,0.600000,predator_1,predator,-0.00027534,-0.74525973,1.57027770
10,0.645000,predator_2,predator,0.54989278,-0.73396499,1.56856894
10,0.671000,prey_0,prey,0.00044458,0.01494810,1.56338477
10,0.700000,predator_0,predator,-0.55026943,-0.74537344,1.56982701
10,0.700000,predator_1,predator,-0.00027701,-0.74522785,1.57027173
10,0.745000,predator_2,predator,0.54989201,-0.73385298,1.56855171
10,0.771000,prey_0,prey,0.00044826,0.01499933,1.56333578
10,0.800000,predator_0,predator,-0.55027127,-0.74534149,1.56982031
10,0.800000,predator_1,predator,-0.00027871,-0.74519598,1.57026586
10,0.845000,predator_2,predator,0.54989135,-0.73373646,1.56853328
10,0.871000,prey_0,prey,0.00045194,0.01505057,1.56328677
10,0.900000,predator_0,predator,-0.55027315,-0.74530954,1.56981361
10,0.900000,predator_1,predator,-0.00028038,-0.74516410,1.57025994
10,0.945000,predator_2,predator,0.54989090,-0.73362390,1.56851556
10,0.971000,prey_0,prey,0.00045563,0.01510180,1.56323774
10,1.000000,predator_0,predator,-0.55027499,-0.74527759,1.56980692
10,1.000000,predator_1,predator,-0.00028208,-0.74513223,1.57025406
10,1.045000,predator_2,predator,0.54989014,-0.73351189,1.56849841
10,1.071000,prey_0,prey,0.00045932,0.01515304,1.56318870
10,1.100000,predator_0,predator,-0.55027687,-0.74524564,1.56980025
10,1.100000,predator_1,predator,-0.00028375,-0.74510036,1.57024816
10,1.145000,predator_2,predator,0.54988948,-0.73339537,1.56848006
10,1.171000,prey_0,prey,0.00046301,0.01520427,1.56313964
10,1.200000,predator_0,predator,-0.55027871,-0.74521369,1.56979354
10,1.200000,predator_1,predator,-0.00028545,-0.74506849,1.57024230
10,1.245000,predator_2,predator,0.54988903,-0.73328281,1.56846241
10,1.271000,prey_0,prey,0.00046671,0.01525551,1.56309056
10,1.300000,predator_0,predator,-0.55028060,-0.74518173,1.56978694
10,1.300000,predator_1,predator,-0.00028712,-0.74503661,1.57023640
10,1.345000,predator_2,predator,0.54988828,-0.73317080,1.56844534
10,1.371000,prey_0,prey,0.00047041,0.01530674,1.56304146
10,1.400000,predator_0,predator,-0.55028243,-0.74514978,1.56978019
10,1.400000,predator_1,predator,-0.00028882,-0.74500474,1.57023058
10,1.445000,predator_2,predator,0.54988761,-0.73305428,1.56842707
10,1.471000,prey_0,prey,0.00047411,0.01535798,1.56299235
10,1.500000,predator_0,predator,-0.55028432,-0.74511783,1.56977367
10,1.500000,predator_1,predator,-0.00029049,-0.74497287,1.57022467
10,1.545000,predator_2,predator,0.54988717,-0.73294172,1.56840951
10,1.571000,prey_0,prey,0.00047781,0.01540921,1.56294322
10,1.600000,predator_0,predator,-0.55028614,-0.74508588,1.56976686
10,1.600000,predator_1,predator,-0.00029219,-0.74494100,1.57021891
10,1.645000,predator_2,predator,0.54988642,-0.73282971,1.56839252
10,1.671000,prey_0,prey,0.00048152,0.01546044,1.56289407
10,1.700000,predator_0,predator,-0.55028805,-0.74505393,1.56976043
10,1.700000,predator_1,predator,-0.00029386,-0.74490912,1.57021297
10,1.745000,predator_2,predator,0.54988576,-0.73271319,1.56837433
10,1.771000,prey_0,prey,0.00048523,0.01551168,1.56284490
10,1.800000,predator_0,predator,-0.55028987,-0.74502198,1.56975359
10,1.800000,predator_1,predator,-0.00029556,-0.74487725,1.57020727
10,1.845000,predator_2,predator,0.54988532,-0.73260063,1.56835684
10,1.871000,prey_0,prey,0.00048895,0.01556291,1.56279572
10,1.900000,predator_0,predator,-0.55029177,-0.74499003,1.56974720
10,1.900000,predator_1,predator,-0.00029723,-0.74484537,1.57020131
10,1.945000,predator_2,predator,0.54988456,-0.73248862,1.56833993
10,1.971000,prey_0,prey,0.00049267,0.01561415,1.56274651
10,2.000000,predator_0,predator,-0.55029360,-0.74495807,1.56974037
10,2.000000,predator_1,predator,-0.00029893,-0.74481351,1.57019565
10,2.045000,predator_2,predator,0.54988391,-0.73237209,1.56832182
10,2.071000,prey_0,prey,0.00049639,0.01566538,1.56269729
10,2.100000,predator_0,predator,-0.55029549,-0.74492613,1.56973396
10,2.100000,predator_1,predator,-0.00030060,-0.74478163,1.57018970
10,2.145000,predator_2,predator,0.54988347,-0.73225954,1.56830441
10,2.171000,prey_0,prey,0.00050012,0.01571662,1.56264805
10,2.200000,predator_0,predator,-0.55029733,-0.74489417,1.56972718
10,2.200000,predator_1,predator,-0.00030230,-0.74474976,1.57018405
